2,0.911428571428571,1,1
5,0.877142857142857,3,3
5,0.831428571428571,2,2
5,0.785428571428571,1,1
5,0.0914285714285714,4,4
6,0,4,4
8,0.674285714285714,3,3
8,0.697142857142857,2,2
8,0.657142857142857,1,1
8,0.102857142857143,4,4
7,0.834285714285714,5,8
7,0.545142857142857,1,1
7,0,4,4
9,0.710285714285714,3,3
9,0.794285714285714,2,2
9,0.659142857142857,6,7
9,0.585428571428571,5,8
1,0.36,4,4
1,0.788571428571429,2,2
1,0.562285714285714,7,9
1,1,6,7
1,1,5,8
7,0.391428571428571,7,9
7,0.591142857142857,3,3
5,0.870857142857143,5,8
5,0.876857142857143,6,7
5,0.619714285714286,7,9
12,0.437142857142857,4,4
12,0.785428571428571,5,8
12,0.865428571428571,1,1
12,0.699714285714286,7,9
12,0.608285714285714,2,2
12,0.754285714285714,6,7
12,0.631142857142857,3,3
9,0.813142857142857,1,1
3,0.585714285714286,8,12
3,0.648285714285714,2,2
3,0.805714285714286,6,7
3,0,4,4
3,1,1,1
3,0.802571428571428,5,8
3,0.305142857142857,7,9
14,0.662857142857143,3,3
14,0.725714285714286,2,2
14,0.528,5,8
14,0.257142857142857,8,12
14,0.0342857142857143,4,4
14,0.651428571428571,7,9
14,0.257142857142857,1,1
15,0.625428571428571,5,8
2,0.768571428571429,8,12
2,0.642571428571429,7,9
2,0.825714285714286,3,3
2,0.734285714285714,6,7
2,0.1,4,4
2,0.762,9,14
2,0.791428571428571,5,8
2,0.3,10,16
18,0.928,6,7
18,0.579714285714286,7,9
18,0.585142857142857,3,3
18,0.714285714285714,1,1
18,0.305714285714286,4,4
18,0.613714285714286,8,12
18,0.682,2,2
6,1,14,19
6,1,10,16
21,0.271142857142857,2,2
21,0.237142857142857,15,20
21,0.545142857142857,3,3
21,0.562857142857143,8,12
21,0.265714285714286,4,4
21,0.311428571428571,9,14
21,0.339428571428571,10,16
21,0.265428571428571,1,1
21,0.385714285714286,14,19
21,0.654,5,8
21,0.42,13,18
21,0.242571428571429,7,9
21,0.630857142857143,6,7
21,0.671142857142857,17,22
25,0,4,4
25,0,15,20
25,1,6,7
25,1,5,8
26,0.734,3,3
26,0.882857142857143,18,24
26,0.574285714285714,9,14
26,0.648285714285714,14,19
26,0.574,10,16
26,0.402857142857143,17,22
26,0.745714285714286,4,4
26,0.538,19,25
26,0.665428571428571,2,2
27,0.345714285714286,15,20
27,0.887714285714286,5,8
7,0.32,23,28
7,0.625428571428571,8,12
7,0.561428571428571,14,19
7,0,15,20
7,0.217142857142857,17,22
7,0.402857142857143,22,27
3,0.0628571428571429,15,20
6,0.928571428571429,21,26
6,0.831142857142857,19,25
6,0.841714285714286,16,21
6,0.682,17,22
29,0.36,2,2
29,0.594285714285714,5,8
6,0.268571428571429,27,29
30,0.728285714285714,15,20
30,0.642857142857143,19,25
6,0,13,18
6,0.291428571428571,7,9
6,1,8,12
33,0.742,16,21
33,0.682571428571428,13,18
32,0.779142857142857,5,8
33,0,4,4
33,0.845714285714286,6,7
33,0.0114285714285714,10,16
33,0.988571428571429,5,8
34,0.268857142857143,3,3
33,0.165714285714286,30,32
32,0.68,3,3
6,1,23,28
33,1,3,3
33,1,1,1
33,1,18,24
2,0.874285714285714,23,28
6,1,33,33
6,0,30,32
6,0.368285714285714,32,34
7,0.687714285714286,9,14
6,0.211428571428571,15,20
21,0.351428571428571,21,26
7,0,28,30
21,0.86,27,29
7,0.385714285714286,30,32
7,0.608,33,33
21,0.26,18,24
21,0.265714285714286,33,33
21,0,28,30
21,0.725428571428571,22,27
21,0.585428571428571,23,28
21,0.734285714285714,19,25
21,0.762571428571428,30,32
6,0.102857142857143,28,30
2,0.157142857142857,15,20
2,0.722285714285714,18,24
6,0.656857142857143,22,27
7,0.362857142857143,10,16
7,0.556571428571429,13,18
7,0.585142857142857,19,25
7,0.324857142857143,21,26
38,0.774,7,9
2,0.357142857142857,19,25
2,0.219714285714286,21,26
2,0.676857142857143,27,29
