1,0.0388888888888889,66,72
1,0.588333333333333,47,47
1,0,15,20
1,0.672222222222222,58,63
1,0.394444444444444,65,6
1,0.283333333333333,41,39
1,0.594166666666667,86,88
1,0.660833333333333,50,52
1,1,3,3
1,0,18,24
88,1,65,6
88,0.271944444444444,18,24
88,0.205555555555556,60,66
88,0.621666666666667,96,96
88,0.761111111111111,97,70
88,0.2275,3,3
7,0.716388888888889,47,47
88,0.383333333333333,83,87
7,0.716666666666667,27,29
7,0.638333333333333,40,38
7,0.549722222222222,54,55
7,0.566666666666667,58,63
7,0.583055555555556,65,6
7,0.644166666666667,60,66
7,0.355555555555556,87,89
7,0.566388888888889,96,96
7,0.616388888888889,83,87
108,0.616388888888889,58,63
108,0.533333333333333,65,6
108,0.533333333333333,86,88
88,0.7,79,82
3,0.841176470588235,27,29
88,0.729117647058823,56,59
88,0.741176470588235,23,28
3,0.870588235294118,83,87
88,0.711470588235294,36,36
88,0.746764705882353,88,90
88,0.723529411764706,77,79
88,0,71,76
88,0.747058823529412,46,45
88,0.794117647058823,48,48
88,0.847058823529412,95,95
88,0.770294117647059,78,80
88,1,100,101
88,0.235294117647059,103,106
88,0.0764705882352941,34,35
88,0.841176470588235,102,104
88,0.764705882352941,101,102
88,0.758823529411765,68,73
111,0.0588235294117647,83,87
111,0.605588235294118,23,28
111,0.705882352941177,58,63
111,0.252941176470588,16,21
111,0.588235294117647,104,108
111,0.617647058823529,27,29
112,0.311764705882353,56,59
112,0.558823529411765,47,47
112,0.635,3,3
112,0.711176470588235,18,24
112,0.429411764705882,78,80
113,0.694117647058824,3,3
113,0.623529411764706,18,24
114,0.646764705882353,65,6
113,0.682352941176471,65,6
3,0.296875,2,2
14,0.625,18,24
7,0.270833333333333,2,2
117,0.0260416666666667,2,2
117,0.473958333333333,59,64
3,0.697916666666667,78,80
3,0.755208333333333,18,24
2,0.635416666666667,111,117
2,0.666666666666667,110,116
7,0.671875,110,116
7,0.4375,112,2
7,0.34375,115,119
26,0.598958333333333,112,2
26,0.0572916666666667,111,117
26,0.229166666666667,115,119
26,0.604166666666667,114,7
26,0.104166666666667,110,116
2,0.645833333333333,114,7
2,0.25,115,119
2,0.578125,116,26
120,0.578125,111,117
120,0.3125,115,119
120,0.822916666666667,112,2
120,0.734375,114,7
120,0.588541666666667,116,26
120,0.416666666666667,110,116
7,0.703125,118,120
122,0.578125,111,117
121,0.791666666666667,114,7
122,0.625,119,24
122,0.34375,115,119
122,0.109375,114,7
121,0.645833333333333,116,26
122,0.609375,112,2
122,0.734375,118,120
122,0.307291666666667,116,26
2,0.708333333333333,118,120
2,0.651041666666667,121,122
124,0.651041666666667,114,7
124,0.989583333333333,121,122
124,0.859375,118,120
124,0.182291666666667,116,26
124,0.0833333333333333,112,2
124,0.59375,110,116
124,0.609375,119,24
7,0.765625,124,124
124,0.34375,111,117
124,0.28125,115,119
25,0.505208333333333,114,7
120,0.260416666666667,119,24
120,0.546875,124,124
120,0.552083333333333,121,122
26,0.664473684210526,118,120
26,0.756578947368421,121,122
26,0.934210526315789,124,124
26,0.651315789473684,119,24
26,0.683552631578947,123,121
2,0.657236842105263,124,124
88,0.144407894736842,111,117
7,0.611842105263158,119,24
38,0.572039473684211,111,117
38,0.610855263157895,119,24
38,0.0986842105263158,115,119
38,0.559210526315789,118,120
125,0.230263157894737,111,117
2,0.75625,125,125
14,0.638157894736842,121,122
2,0.905063291139241,126,126
14,0.592105263157895,119,24
25,1,115,119
7,0.74620253164557,125,125
127,0.962025316455696,111,117
120,0.791139240506329,126,126
120,0.613924050632911,125,125
120,0.644936708860759,123,121
124,0.695569620253165,128,60
130,0.215189873417722,119,24
131,0.531329113924051,110,116
131,0.525316455696203,124,124
131,0.278481012658228,111,117
131,0.373417721518987,119,24
131,0.658227848101266,112,2
131,0.430379746835443,121,122
132,0.335443037974684,111,117
132,0.606645569620253,124,124
133,0.714873417721519,111,117
133,0.619303797468354,115,119
2,0.822784810126582,128,60
2,0.797151898734177,130,131
14,0.278481012658228,115,119
14,0.60126582278481,114,7
14,0.645569620253165,124,124
2,0.778164556962025,132,133
7,0,129,130
7,0.600949367088608,126,126
7,0.594620253164557,132,133
136,0.164556962025316,115,119
136,0.752848101265823,119,24
136,1,118,120
136,0.639240506329114,124,124
136,0,111,117
136,0.765189873417722,121,122
136,0.5,112,2
136,1,132,133
136,0.5,110,116
136,1,114,7
136,1,130,131
137,0.715189873417722,111,117
137,0.943037974683544,119,24
140,0.702215189873418,119,24
140,0.215189873417722,111,117
140,0.30379746835443,115,119
2,0.297151898734177,131,132
2,0.664556962025316,135,140
2,0.329113924050633,134,137
142,0.828164556962025,111,117
142,0.0569620253164557,119,24
142,0.360759493670886,121,122
142,0.771835443037975,124,124
142,0,115,119
142,0.892405063291139,116,26
142,0.829113924050633,118,120
142,0.905063291139241,112,2
142,1,130,131
142,1,114,7
142,0.721518987341772,127,12
142,1,128,60
142,1,132,133
142,0.00632911392405063,134,137
142,1,125,125
142,1,126,126
142,0.822784810126582,131,132
142,0.607278481012658,123,121
142,1,135,140
142,0.810126582278481,110,116
142,0,129,130
144,0.80379746835443,114,7
144,0.943037974683544,119,24
2,0.695886075949367,137,142
7,0.713607594936709,121,122
26,0.644936708860759,130,131
26,0.550316455696203,134,137
26,0.291139240506329,127,12
26,0.341772151898734,128,60
26,0.19620253164557,138,144
26,0.348101265822785,137,142
26,0.405063291139241,126,126
147,0.689240506329114,116,26
147,0.176898734177215,111,117
147,0.265506329113924,115,119
147,0.65126582278481,112,2
148,0.810126582278481,116,26
148,0.645569620253165,121,122
148,0.689873417721519,130,131
148,0.506329113924051,112,2
2,0.645569620253165,140,147
2,0.620253164556962,139,145
2,0.765822784810127,123,121
2,0.740189873417722,138,144
2,0.759177215189873,141,148
149,1,116,26
150,0.708544303797468,130,131
150,0.0756329113924051,112,2
150,0.132594936708861,119,24
150,0.689240506329114,121,122
146,0.70253164556962,114,7
153,0.632911392405063,143,150
153,0.841772151898734,142,149
153,0.949367088607595,112,2
153,0.936708860759494,114,7
153,0.594936708860759,119,24
153,0.930379746835443,130,131
153,0.974683544303797,124,124
153,0.759493670886076,121,122
153,0.562974683544304,134,137
153,0.626582278481013,111,117
153,0.60126582278481,131,132
153,0.658227848101266,139,145
153,0.905063291139241,127,12
2,0.246835443037975,143,150
2,0.860443037974683,142,149
2,0.715189873417722,144,151
2,0.765506329113924,145,153
14,0.841772151898734,130,131
14,0.60126582278481,142,149
14,0.968354430379747,143,150
14,0.60126582278481,131,132
14,0.626582278481013,112,2
14,0.784810126582278,116,26
14,0.987341772151899,118,120
14,0.0253164556962025,111,117
14,0.613924050632911,144,151
14,0.740506329113924,141,148
14,0.588607594936709,110,116
14,0.639240506329114,127,12
14,0.253164556962025,145,153
14,0.60126582278481,139,145
14,0.569620253164557,125,125
14,0.607594936708861,123,121
14,0.60126582278481,140,147
14,0.607594936708861,132,133
14,0.60126582278481,137,142
